Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35076,"Orléans","Orléans"," 1","Ottawa",N,N,"",1,658,"Cléroux","","André Junior","Free Party Canada","Parti Libre Canada",N,N,0
35076,"Orléans","Orléans"," 1","Ottawa",N,N,"",1,658,"Hartnett","","Michael","Green Party","Parti Vert",N,N,2
35076,"Orléans","Orléans"," 1","Ottawa",N,N,"",1,658,"Joanis","","Jessica","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,27
35076,"Orléans","Orléans"," 1","Ottawa",N,N,"",1,658,"Lalonde","","Marie-France","Liberal","Libéral",Y,Y,110
35076,"Orléans","Orléans"," 1","Ottawa",N,N,"",1,658,"Oklobdzija","","Spencer","People's Party - PPC","Parti populaire - PPC",N,N,8
35076,"Orléans","Orléans"," 1","Ottawa",N,N,"",1,658,"Wolfe","","Mary-Elsie","Conservative","Conservateur",N,N,52
35076,"Orléans","Orléans"," 2","Ottawa",N,N,"",0,342,"Cléroux","","André Junior","Free Party Canada","Parti Libre Canada",N,N,2
35076,"Orléans","Orléans"," 2","Ottawa",N,N,"",0,342,"Hartnett","","Michael","Green Party","Parti Vert",N,N,4
35076,"Orléans","Orléans"," 2","Ottawa",N,N,"",0,342,"Joanis","","Jessica","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,20
35076,"Orléans","Orléans"," 2","Ottawa",N,N,"",0,342,"Lalonde","","Marie-France","Liberal","Libéral",Y,Y,70
35076,"Orléans","Orléans"," 2","Ottawa",N,N,"",0,342,"Oklobdzija","","Spencer","People's Party - PPC","Parti populaire - PPC",N,N,10
35076,"Orléans","Orléans"," 2","Ottawa",N,N,"",0,342,"Wolfe","","Mary-Elsie","Conservative","Conservateur",N,N,32
35076,"Orléans","Orléans"," 3A","Ottawa",N,N,"",2,646,"Cléroux","","André Junior","Free Party Canada","Parti Libre Canada",N,N,1
35076,"Orléans","Orléans"," 3A","Ottawa",N,N,"",2,646,"Hartnett","","Michael","Green Party","Parti Vert",N,N,3
35076,"Orléans","Orléans"," 3A","Ottawa",N,N,"",2,646,"Joanis","","Jessica","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,23
35076,"Orléans","Orléans"," 3A","Ottawa",N,N,"",2,646,"Lalonde","","Marie-France","Liberal","Libéral",Y,Y,87
35076,"Orléans","Orléans"," 3A","Ottawa",N,N,"",2,646,"Oklobdzija","","Spencer","People's Party - PPC","Parti populaire - PPC",N,N,8
