Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
46013,"Winnipeg South","Winnipeg-Sud"," 1","Winnipeg",N,N,"",0,426,"Boettcher","","Greg","Green Party","Parti Vert",N,N,3
46013,"Winnipeg South","Winnipeg-Sud"," 1","Winnipeg",N,N,"",0,426,"Duguid","","Terry","Liberal","Libéral",Y,Y,59
46013,"Winnipeg South","Winnipeg-Sud"," 1","Winnipeg",N,N,"",0,426,"Gryba","","Byron Curtis","People's Party - PPC","Parti populaire - PPC",N,N,5
46013,"Winnipeg South","Winnipeg-Sud"," 1","Winnipeg",N,N,"",0,426,"Kahanovitch","","Aiden","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,29
46013,"Winnipeg South","Winnipeg-Sud"," 1","Winnipeg",N,N,"",0,426,"Maher","","Melanie","Conservative","Conservateur",N,N,38
46013,"Winnipeg South","Winnipeg-Sud"," 2","Winnipeg",N,N,"",0,533,"Boettcher","","Greg","Green Party","Parti Vert",N,N,5
46013,"Winnipeg South","Winnipeg-Sud"," 2","Winnipeg",N,N,"",0,533,"Duguid","","Terry","Liberal","Libéral",Y,Y,94
46013,"Winnipeg South","Winnipeg-Sud"," 2","Winnipeg",N,N,"",0,533,"Gryba","","Byron Curtis","People's Party - PPC","Parti populaire - PPC",N,N,16
46013,"Winnipeg South","Winnipeg-Sud"," 2","Winnipeg",N,N,"",0,533,"Kahanovitch","","Aiden","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,51
46013,"Winnipeg South","Winnipeg-Sud"," 2","Winnipeg",N,N,"",0,533,"Maher","","Melanie","Conservative","Conservateur",N,N,40
46013,"Winnipeg South","Winnipeg-Sud"," 3","Winnipeg",N,N,"",0,370,"Boettcher","","Greg","Green Party","Parti Vert",N,N,3
46013,"Winnipeg South","Winnipeg-Sud"," 3","Winnipeg",N,N,"",0,370,"Duguid","","Terry","Liberal","Libéral",Y,Y,61
46013,"Winnipeg South","Winnipeg-Sud"," 3","Winnipeg",N,N,"",0,370,"Gryba","","Byron Curtis","People's Party - PPC","Parti populaire - PPC",N,N,17
46013,"Winnipeg South","Winnipeg-Sud"," 3","Winnipeg",N,N,"",0,370,"Kahanovitch","","Aiden","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,35
46013,"Winnipeg South","Winnipeg-Sud"," 3","Winnipeg",N,N,"",0,370,"Maher","","Melanie","Conservative","Conservateur",N,N,56
46013,"Winnipeg South","Winnipeg-Sud"," 4","Winnipeg",N,N,"",1,344,"Boettcher","","Greg","Green Party","Parti Vert",N,N,5
46013,"Winnipeg South","Winnipeg-Sud"," 4","Winnipeg",N,N,"",1,344,"Duguid","","Terry","Liberal","Libéral",Y,Y,66
46013,"Winnipeg South","Winnipeg-Sud"," 4","Winnipeg",N,N,"",1,344,"Gryba","","Byron Curtis","People's Party - PPC","Parti populaire - PPC",N,N,9
46013,"Winnipeg South","Winnipeg-Sud"," 4","Winnipeg",N,N,"",1,344,"Kahanovitch","","Aiden","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,29
46013,"Winnipeg South","Winnipeg-Sud"," 4","Winnipeg",N,N,"",1,344,"Maher","","Melanie","Conservative","Conservateur",N,N,50
46013,"Winnipeg South","Winnipeg-Sud"," 5","Winnipeg",N,N,"",0,340,"Boettcher","","Greg","Green Party","Parti Vert",N,N,2
46013,"Winnipeg South","Winnipeg-Sud"," 5","Winnipeg",N,N,"",0,340,"Duguid","","Terry","Liberal","Libéral",Y,Y,65
46013,"Winnipeg South","Winnipeg-Sud"," 5","Winnipeg",N,N,"",0,340,"Gryba","","Byron Curtis","People's Party - PPC","Parti populaire - PPC",N,N,8
46013,"Winnipeg South","Winnipeg-Sud"," 5","Winnipeg",N,N,"",0,340,"Kahanovitch","","Aiden","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,25
46013,"Winnipeg South","Winnipeg-Sud"," 5","Winnipeg",N,N,"",0,340,"Maher","","Melanie","Conservative","Conservateur",N,N,35
46013,"Winnipeg South","Winnipeg-Sud"," 6","Winnipeg",N,N,"",1,341,"Boettcher","","Greg","Green Party","Parti Vert",N,N,4
46013,"Winnipeg South","Winnipeg-Sud"," 6","Winnipeg",N,N,"",1,341,"Duguid","","Terry","Liberal","Libéral",Y,Y,42
46013,"Winnipeg South","Winnipeg-Sud"," 6","Winnipeg",N,N,"",1,341,"Gryba","","Byron Curtis","People's Party - PPC","Parti populaire - PPC",N,N,5
46013,"Winnipeg South","Winnipeg-Sud"," 6","Winnipeg",N,N,"",1,341,"Kahanovitch","","Aiden","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,42
46013,"Winnipeg South","Winnipeg-Sud"," 6","Winnipeg",N,N,"",1,341,"Maher","","Melanie","Conservative","Conservateur",N,N,31
