Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 1","Montréal",N,N,"",1,452,"Guilbeault","","Steven","Liberal","Libéral",Y,Y,61
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 1","Montréal",N,N,"",1,452,"Julien","","Cyril","Independent","Indépendant(e)",N,N,1
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 1","Montréal",N,N,"",1,452,"Lachapelle","","Serge","Marxist-Leninist","Marxiste-Léniniste",N,N,0
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 1","Montréal",N,N,"",1,452,"Lamontagne","","Kimberly","Animal Protection Party","Parti Protection Animaux",N,N,2
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 1","Montréal",N,N,"",1,452,"Lavarenne","","Jean-Michel","Green Party","Parti Vert",N,N,0
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 1","Montréal",N,N,"",1,452,"Machouf","","Nimâ","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,55
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 1","Montréal",N,N,"",1,452,"Michel","","Marie-Eve-Lyne","Bloc Québécois","Bloc Québécois",N,N,38
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 1","Montréal",N,N,"",1,452,"Morin","","Julie","Free Party Canada","Parti Libre Canada",N,N,2
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 1","Montréal",N,N,"",1,452,"Reich","","Ronan","Conservative","Conservateur",N,N,5
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 1","Montréal",N,N,"",1,452,"Tanguay","","Daniel","People's Party - PPC","Parti populaire - PPC",N,N,4
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 1","Montréal",N,N,"",1,452,"Welsh","","Adrien","Communist","Communiste",N,N,0
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 2","Montréal",N,N,"",4,520,"Guilbeault","","Steven","Liberal","Libéral",Y,Y,60
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 2","Montréal",N,N,"",4,520,"Julien","","Cyril","Independent","Indépendant(e)",N,N,0
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 2","Montréal",N,N,"",4,520,"Lachapelle","","Serge","Marxist-Leninist","Marxiste-Léniniste",N,N,1
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 2","Montréal",N,N,"",4,520,"Lamontagne","","Kimberly","Animal Protection Party","Parti Protection Animaux",N,N,1
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 2","Montréal",N,N,"",4,520,"Lavarenne","","Jean-Michel","Green Party","Parti Vert",N,N,4
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 2","Montréal",N,N,"",4,520,"Machouf","","Nimâ","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,67
24039,"Laurier--Sainte-Marie","Laurier--Sainte-Marie"," 2","Montréal",N,N,"",4,520,"Michel","","Marie-Eve-Lyne","Bloc Québécois","Bloc Québécois",N,N,38
