Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
24072,"Shefford","Shefford"," 1","Maricourt",N,N,"",0,378,"Beaudry-Graham","","Jean-Philippe","Pour l'Indépendance du Québec","Pour l'Indépendance du Québec",N,N,0
24072,"Shefford","Shefford"," 1","Maricourt",N,N,"",0,378,"Breton","","Pierre","Liberal","Libéral",N,N,57
24072,"Shefford","Shefford"," 1","Maricourt",N,N,"",0,378,"Brisebois","","Yannick","Marijuana Party","Parti Marijuana",N,N,1
24072,"Shefford","Shefford"," 1","Maricourt",N,N,"",0,378,"Jasmin","","Patrick","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,12
24072,"Shefford","Shefford"," 1","Maricourt",N,N,"",0,378,"Lacroix","","Joël","Free Party Canada","Parti Libre Canada",N,N,4
24072,"Shefford","Shefford"," 1","Maricourt",N,N,"",0,378,"Lalancette","","Céline","Conservative","Conservateur",N,N,29
24072,"Shefford","Shefford"," 1","Maricourt",N,N,"",0,378,"Larouche","","Andréanne","Bloc Québécois","Bloc Québécois",Y,Y,84
24072,"Shefford","Shefford"," 1","Maricourt",N,N,"",0,378,"Morin","","Mathieu","Green Party","Parti Vert",N,N,4
24072,"Shefford","Shefford"," 1","Maricourt",N,N,"",0,378,"Schieder","","Gerda","People's Party - PPC","Parti populaire - PPC",N,N,4
24072,"Shefford","Shefford"," 2","Racine",N,N,"",7,408,"Beaudry-Graham","","Jean-Philippe","Pour l'Indépendance du Québec","Pour l'Indépendance du Québec",N,N,0
24072,"Shefford","Shefford"," 2","Racine",N,N,"",7,408,"Breton","","Pierre","Liberal","Libéral",N,N,75
24072,"Shefford","Shefford"," 2","Racine",N,N,"",7,408,"Brisebois","","Yannick","Marijuana Party","Parti Marijuana",N,N,0
24072,"Shefford","Shefford"," 2","Racine",N,N,"",7,408,"Jasmin","","Patrick","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,3
24072,"Shefford","Shefford"," 2","Racine",N,N,"",7,408,"Lacroix","","Joël","Free Party Canada","Parti Libre Canada",N,N,0
24072,"Shefford","Shefford"," 2","Racine",N,N,"",7,408,"Lalancette","","Céline","Conservative","Conservateur",N,N,24
24072,"Shefford","Shefford"," 2","Racine",N,N,"",7,408,"Larouche","","Andréanne","Bloc Québécois","Bloc Québécois",Y,Y,60
24072,"Shefford","Shefford"," 2","Racine",N,N,"",7,408,"Morin","","Mathieu","Green Party","Parti Vert",N,N,10
24072,"Shefford","Shefford"," 2","Racine",N,N,"",7,408,"Schieder","","Gerda","People's Party - PPC","Parti populaire - PPC",N,N,1
24072,"Shefford","Shefford"," 3","Racine",N,N,"",1,346,"Beaudry-Graham","","Jean-Philippe","Pour l'Indépendance du Québec","Pour l'Indépendance du Québec",N,N,0
24072,"Shefford","Shefford"," 3","Racine",N,N,"",1,346,"Breton","","Pierre","Liberal","Libéral",N,N,49
24072,"Shefford","Shefford"," 3","Racine",N,N,"",1,346,"Brisebois","","Yannick","Marijuana Party","Parti Marijuana",N,N,0
24072,"Shefford","Shefford"," 3","Racine",N,N,"",1,346,"Jasmin","","Patrick","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,9
24072,"Shefford","Shefford"," 3","Racine",N,N,"",1,346,"Lacroix","","Joël","Free Party Canada","Parti Libre Canada",N,N,0
24072,"Shefford","Shefford"," 3","Racine",N,N,"",1,346,"Lalancette","","Céline","Conservative","Conservateur",N,N,33
24072,"Shefford","Shefford"," 3","Racine",N,N,"",1,346,"Larouche","","Andréanne","Bloc Québécois","Bloc Québécois",Y,Y,85
24072,"Shefford","Shefford"," 3","Racine",N,N,"",1,346,"Morin","","Mathieu","Green Party","Parti Vert",N,N,1
24072,"Shefford","Shefford"," 3","Racine",N,N,"",1,346,"Schieder","","Gerda","People's Party - PPC","Parti populaire - PPC",N,N,5
24072,"Shefford","Shefford"," 4","Racine",N,N,"",2,358,"Beaudry-Graham","","Jean-Philippe","Pour l'Indépendance du Québec","Pour l'Indépendance du Québec",N,N,1
24072,"Shefford","Shefford"," 4","Racine",N,N,"",2,358,"Breton","","Pierre","Liberal","Libéral",N,N,31
24072,"Shefford","Shefford"," 4","Racine",N,N,"",2,358,"Brisebois","","Yannick","Marijuana Party","Parti Marijuana",N,N,0
24072,"Shefford","Shefford"," 4","Racine",N,N,"",2,358,"Jasmin","","Patrick","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,14
24072,"Shefford","Shefford"," 4","Racine",N,N,"",2,358,"Lacroix","","Joël","Free Party Canada","Parti Libre Canada",N,N,2
