Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
47011,"Saskatoon--University","Saskatoon--University"," 1","Saskatoon",N,N,"",0,357,"Card","","Claire","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,27
47011,"Saskatoon--University","Saskatoon--University"," 1","Saskatoon",N,N,"",0,357,"Dumont Walker","","Dawn","Liberal","Libéral",N,N,6
47011,"Saskatoon--University","Saskatoon--University"," 1","Saskatoon",N,N,"",0,357,"Fisher","","Jeremy","Communist","Communiste",N,N,0
47011,"Saskatoon--University","Saskatoon--University"," 1","Saskatoon",N,N,"",0,357,"Hunter","","North-Marie","Green Party","Parti Vert",N,N,0
47011,"Saskatoon--University","Saskatoon--University"," 1","Saskatoon",N,N,"",0,357,"Penteado","","Guto","People's Party - PPC","Parti populaire - PPC",N,N,3
47011,"Saskatoon--University","Saskatoon--University"," 1","Saskatoon",N,N,"",0,357,"Tochor","","Corey","Conservative","Conservateur",Y,Y,75
47011,"Saskatoon--University","Saskatoon--University"," 1","Saskatoon",N,N,"",0,357,"Wesolowski","","Carl A","Christian Heritage Party","Parti de l'Héritage Chrétien",N,N,0
47011,"Saskatoon--University","Saskatoon--University"," 2","Saskatoon",N,N,"",1,349,"Card","","Claire","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,51
47011,"Saskatoon--University","Saskatoon--University"," 2","Saskatoon",N,N,"",1,349,"Dumont Walker","","Dawn","Liberal","Libéral",N,N,5
47011,"Saskatoon--University","Saskatoon--University"," 2","Saskatoon",N,N,"",1,349,"Fisher","","Jeremy","Communist","Communiste",N,N,0
47011,"Saskatoon--University","Saskatoon--University"," 2","Saskatoon",N,N,"",1,349,"Hunter","","North-Marie","Green Party","Parti Vert",N,N,4
47011,"Saskatoon--University","Saskatoon--University"," 2","Saskatoon",N,N,"",1,349,"Penteado","","Guto","People's Party - PPC","Parti populaire - PPC",N,N,12
47011,"Saskatoon--University","Saskatoon--University"," 2","Saskatoon",N,N,"",1,349,"Tochor","","Corey","Conservative","Conservateur",Y,Y,63
