Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35117,"Windsor West","Windsor-Ouest"," 1","Windsor",N,N,"",1,375,"Giancola","","Matthew","People's Party - PPC","Parti populaire - PPC",N,N,9
35117,"Windsor West","Windsor-Ouest"," 1","Windsor",N,N,"",1,375,"Masse","","Brian","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,Y,33
35117,"Windsor West","Windsor-Ouest"," 1","Windsor",N,N,"",1,375,"Orlando","","Anthony","Conservative","Conservateur",N,N,24
35117,"Windsor West","Windsor-Ouest"," 1","Windsor",N,N,"",1,375,"Pupatello","","Sandra","Liberal","Libéral",N,N,47
35117,"Windsor West","Windsor-Ouest"," 1","Windsor",N,N,"",1,375,"Villamizar","","Margaret","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35117,"Windsor West","Windsor-Ouest"," 2","Windsor",N,N,"",0,457,"Giancola","","Matthew","People's Party - PPC","Parti populaire - PPC",N,N,10
35117,"Windsor West","Windsor-Ouest"," 2","Windsor",N,N,"",0,457,"Masse","","Brian","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,Y,44
35117,"Windsor West","Windsor-Ouest"," 2","Windsor",N,N,"",0,457,"Orlando","","Anthony","Conservative","Conservateur",N,N,10
35117,"Windsor West","Windsor-Ouest"," 2","Windsor",N,N,"",0,457,"Pupatello","","Sandra","Liberal","Libéral",N,N,24
35117,"Windsor West","Windsor-Ouest"," 2","Windsor",N,N,"",0,457,"Villamizar","","Margaret","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35117,"Windsor West","Windsor-Ouest"," 3","Windsor",N,N,"",3,385,"Giancola","","Matthew","People's Party - PPC","Parti populaire - PPC",N,N,5
35117,"Windsor West","Windsor-Ouest"," 3","Windsor",N,N,"",3,385,"Masse","","Brian","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,Y,44
35117,"Windsor West","Windsor-Ouest"," 3","Windsor",N,N,"",3,385,"Orlando","","Anthony","Conservative","Conservateur",N,N,8
35117,"Windsor West","Windsor-Ouest"," 3","Windsor",N,N,"",3,385,"Pupatello","","Sandra","Liberal","Libéral",N,N,17
35117,"Windsor West","Windsor-Ouest"," 3","Windsor",N,N,"",3,385,"Villamizar","","Margaret","Marxist-Leninist","Marxiste-Léniniste",N,N,1
35117,"Windsor West","Windsor-Ouest"," 4","Windsor",N,N,"",0,503,"Giancola","","Matthew","People's Party - PPC","Parti populaire - PPC",N,N,11
35117,"Windsor West","Windsor-Ouest"," 4","Windsor",N,N,"",0,503,"Masse","","Brian","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",Y,Y,48
35117,"Windsor West","Windsor-Ouest"," 4","Windsor",N,N,"",0,503,"Orlando","","Anthony","Conservative","Conservateur",N,N,23
35117,"Windsor West","Windsor-Ouest"," 4","Windsor",N,N,"",0,503,"Pupatello","","Sandra","Liberal","Libéral",N,N,51
35117,"Windsor West","Windsor-Ouest"," 4","Windsor",N,N,"",0,503,"Villamizar","","Margaret","Marxist-Leninist","Marxiste-Léniniste",N,N,0
35117,"Windsor West","Windsor-Ouest"," 5","Windsor",N,N,"",1,311,"Giancola","","Matthew","People's Party - PPC","Parti populaire - PPC",N,N,12
