Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
48012,"Calgary Signal Hill","Calgary Signal Hill"," 1","Calgary",N,N,"",1,456,"Copp","","Ajay","Maverick Party","Maverick Party",N,N,1
48012,"Calgary Signal Hill","Calgary Signal Hill"," 1","Calgary",N,N,"",1,456,"Corrigall","","Keiran","Green Party","Parti Vert",N,N,2
48012,"Calgary Signal Hill","Calgary Signal Hill"," 1","Calgary",N,N,"",1,456,"Debrey","","Nick","People's Party - PPC","Parti populaire - PPC",N,N,12
48012,"Calgary Signal Hill","Calgary Signal Hill"," 1","Calgary",N,N,"",1,456,"Duncan","","Shawn","Liberal","Libéral",N,N,31
48012,"Calgary Signal Hill","Calgary Signal Hill"," 1","Calgary",N,N,"",1,456,"King","","Patrick","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,15
48012,"Calgary Signal Hill","Calgary Signal Hill"," 1","Calgary",N,N,"",1,456,"Liepert","","Ron","Conservative","Conservateur",Y,Y,117
48012,"Calgary Signal Hill","Calgary Signal Hill"," 2","Calgary",N,N,"",0,272,"Copp","","Ajay","Maverick Party","Maverick Party",N,N,4
48012,"Calgary Signal Hill","Calgary Signal Hill"," 2","Calgary",N,N,"",0,272,"Corrigall","","Keiran","Green Party","Parti Vert",N,N,0
48012,"Calgary Signal Hill","Calgary Signal Hill"," 2","Calgary",N,N,"",0,272,"Debrey","","Nick","People's Party - PPC","Parti populaire - PPC",N,N,4
48012,"Calgary Signal Hill","Calgary Signal Hill"," 2","Calgary",N,N,"",0,272,"Duncan","","Shawn","Liberal","Libéral",N,N,19
48012,"Calgary Signal Hill","Calgary Signal Hill"," 2","Calgary",N,N,"",0,272,"King","","Patrick","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,19
48012,"Calgary Signal Hill","Calgary Signal Hill"," 2","Calgary",N,N,"",0,272,"Liepert","","Ron","Conservative","Conservateur",Y,Y,69
48012,"Calgary Signal Hill","Calgary Signal Hill"," 3","Calgary",N,N,"",0,572,"Copp","","Ajay","Maverick Party","Maverick Party",N,N,1
48012,"Calgary Signal Hill","Calgary Signal Hill"," 3","Calgary",N,N,"",0,572,"Corrigall","","Keiran","Green Party","Parti Vert",N,N,3
48012,"Calgary Signal Hill","Calgary Signal Hill"," 3","Calgary",N,N,"",0,572,"Debrey","","Nick","People's Party - PPC","Parti populaire - PPC",N,N,12
48012,"Calgary Signal Hill","Calgary Signal Hill"," 3","Calgary",N,N,"",0,572,"Duncan","","Shawn","Liberal","Libéral",N,N,59
48012,"Calgary Signal Hill","Calgary Signal Hill"," 3","Calgary",N,N,"",0,572,"King","","Patrick","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,28
48012,"Calgary Signal Hill","Calgary Signal Hill"," 3","Calgary",N,N,"",0,572,"Liepert","","Ron","Conservative","Conservateur",Y,Y,122
48012,"Calgary Signal Hill","Calgary Signal Hill"," 4","Calgary",N,N,"",1,331,"Copp","","Ajay","Maverick Party","Maverick Party",N,N,1
48012,"Calgary Signal Hill","Calgary Signal Hill"," 4","Calgary",N,N,"",1,331,"Corrigall","","Keiran","Green Party","Parti Vert",N,N,4
48012,"Calgary Signal Hill","Calgary Signal Hill"," 4","Calgary",N,N,"",1,331,"Debrey","","Nick","People's Party - PPC","Parti populaire - PPC",N,N,3
48012,"Calgary Signal Hill","Calgary Signal Hill"," 4","Calgary",N,N,"",1,331,"Duncan","","Shawn","Liberal","Libéral",N,N,23
48012,"Calgary Signal Hill","Calgary Signal Hill"," 4","Calgary",N,N,"",1,331,"King","","Patrick","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,11
48012,"Calgary Signal Hill","Calgary Signal Hill"," 4","Calgary",N,N,"",1,331,"Liepert","","Ron","Conservative","Conservateur",Y,Y,77
48012,"Calgary Signal Hill","Calgary Signal Hill"," 5","Calgary",N,N,"",1,399,"Copp","","Ajay","Maverick Party","Maverick Party",N,N,3
48012,"Calgary Signal Hill","Calgary Signal Hill"," 5","Calgary",N,N,"",1,399,"Corrigall","","Keiran","Green Party","Parti Vert",N,N,4
48012,"Calgary Signal Hill","Calgary Signal Hill"," 5","Calgary",N,N,"",1,399,"Debrey","","Nick","People's Party - PPC","Parti populaire - PPC",N,N,13
48012,"Calgary Signal Hill","Calgary Signal Hill"," 5","Calgary",N,N,"",1,399,"Duncan","","Shawn","Liberal","Libéral",N,N,50
48012,"Calgary Signal Hill","Calgary Signal Hill"," 5","Calgary",N,N,"",1,399,"King","","Patrick","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,34
48012,"Calgary Signal Hill","Calgary Signal Hill"," 5","Calgary",N,N,"",1,399,"Liepert","","Ron","Conservative","Conservateur",Y,Y,98
48012,"Calgary Signal Hill","Calgary Signal Hill"," 6","Calgary",N,N,"",0,415,"Copp","","Ajay","Maverick Party","Maverick Party",N,N,1
48012,"Calgary Signal Hill","Calgary Signal Hill"," 6","Calgary",N,N,"",0,415,"Corrigall","","Keiran","Green Party","Parti Vert",N,N,1
48012,"Calgary Signal Hill","Calgary Signal Hill"," 6","Calgary",N,N,"",0,415,"Debrey","","Nick","People's Party - PPC","Parti populaire - PPC",N,N,9
48012,"Calgary Signal Hill","Calgary Signal Hill"," 6","Calgary",N,N,"",0,415,"Duncan","","Shawn","Liberal","Libéral",N,N,50
