Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
35010,"Brampton North","Brampton-Nord"," 1","Brampton",N,N,"",2,345,"Joshi","","Medha","Conservative","Conservateur",N,N,41
35010,"Brampton North","Brampton-Nord"," 1","Brampton",N,N,"",2,345,"Sahota","","Ruby","Liberal","Libéral",Y,Y,66
35010,"Brampton North","Brampton-Nord"," 1","Brampton",N,N,"",2,345,"Yeh","","Teresa","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,19
35010,"Brampton North","Brampton-Nord"," 2","Brampton",N,N,"",3,341,"Joshi","","Medha","Conservative","Conservateur",N,N,31
35010,"Brampton North","Brampton-Nord"," 2","Brampton",N,N,"",3,341,"Sahota","","Ruby","Liberal","Libéral",Y,Y,92
35010,"Brampton North","Brampton-Nord"," 2","Brampton",N,N,"",3,341,"Yeh","","Teresa","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,20
35010,"Brampton North","Brampton-Nord"," 3","Brampton",N,N,"",2,367,"Joshi","","Medha","Conservative","Conservateur",N,N,29
35010,"Brampton North","Brampton-Nord"," 3","Brampton",N,N,"",2,367,"Sahota","","Ruby","Liberal","Libéral",Y,Y,82
35010,"Brampton North","Brampton-Nord"," 3","Brampton",N,N,"",2,367,"Yeh","","Teresa","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,24
35010,"Brampton North","Brampton-Nord"," 4","Brampton",N,N,"",1,428,"Joshi","","Medha","Conservative","Conservateur",N,N,56
35010,"Brampton North","Brampton-Nord"," 4","Brampton",N,N,"",1,428,"Sahota","","Ruby","Liberal","Libéral",Y,Y,102
35010,"Brampton North","Brampton-Nord"," 4","Brampton",N,N,"",1,428,"Yeh","","Teresa","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,17
35010,"Brampton North","Brampton-Nord"," 5","Brampton",N,N,"",3,435,"Joshi","","Medha","Conservative","Conservateur",N,N,49
35010,"Brampton North","Brampton-Nord"," 5","Brampton",N,N,"",3,435,"Sahota","","Ruby","Liberal","Libéral",Y,Y,100
35010,"Brampton North","Brampton-Nord"," 5","Brampton",N,N,"",3,435,"Yeh","","Teresa","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,29
35010,"Brampton North","Brampton-Nord"," 6","Brampton",N,N,"",2,420,"Joshi","","Medha","Conservative","Conservateur",N,N,31
35010,"Brampton North","Brampton-Nord"," 6","Brampton",N,N,"",2,420,"Sahota","","Ruby","Liberal","Libéral",Y,Y,111
35010,"Brampton North","Brampton-Nord"," 6","Brampton",N,N,"",2,420,"Yeh","","Teresa","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,21
35010,"Brampton North","Brampton-Nord"," 7","Brampton",N,N,"",3,359,"Joshi","","Medha","Conservative","Conservateur",N,N,34
35010,"Brampton North","Brampton-Nord"," 7","Brampton",N,N,"",3,359,"Sahota","","Ruby","Liberal","Libéral",Y,Y,101
35010,"Brampton North","Brampton-Nord"," 7","Brampton",N,N,"",3,359,"Yeh","","Teresa","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,27
35010,"Brampton North","Brampton-Nord"," 8","Brampton",N,N,"",2,427,"Joshi","","Medha","Conservative","Conservateur",N,N,42
35010,"Brampton North","Brampton-Nord"," 8","Brampton",N,N,"",2,427,"Sahota","","Ruby","Liberal","Libéral",Y,Y,117
35010,"Brampton North","Brampton-Nord"," 8","Brampton",N,N,"",2,427,"Yeh","","Teresa","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,25
35010,"Brampton North","Brampton-Nord"," 9","Brampton",N,N,"",2,486,"Joshi","","Medha","Conservative","Conservateur",N,N,50
35010,"Brampton North","Brampton-Nord"," 9","Brampton",N,N,"",2,486,"Sahota","","Ruby","Liberal","Libéral",Y,Y,119
35010,"Brampton North","Brampton-Nord"," 9","Brampton",N,N,"",2,486,"Yeh","","Teresa","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,36
35010,"Brampton North","Brampton-Nord"," 10","Brampton",N,N,"",2,515,"Joshi","","Medha","Conservative","Conservateur",N,N,66
35010,"Brampton North","Brampton-Nord"," 10","Brampton",N,N,"",2,515,"Sahota","","Ruby","Liberal","Libéral",Y,Y,134
35010,"Brampton North","Brampton-Nord"," 10","Brampton",N,N,"",2,515,"Yeh","","Teresa","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,N,20
35010,"Brampton North","Brampton-Nord"," 11A","Brampton",N,N,"",3,443,"Joshi","","Medha","Conservative","Conservateur",N,N,47
35010,"Brampton North","Brampton-Nord"," 11A","Brampton",N,N,"",3,443,"Sahota","","Ruby","Liberal","Libéral",Y,Y,100
