Electoral District Number/Numéro de circonscription,Electoral District Name_English/Nom de circonscription_Anglais,Electoral District Name_French/Nom de circonscription_Français,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Void Poll Indicator/Indicateur de bureau supprimé,No Poll Held Indicator/Indicateur de bureau sans scrutin,Merge With/Fusionné avec,Rejected Ballots for Polling Station/Bulletins rejetés du bureau,Electors for Polling Station/Électeurs du bureau,Candidate’s Family Name/Nom de famille du candidat,Candidate’s Middle Name/Second prénom du candidat,Candidate’s First Name/Prénom du candidat,Political Affiliation Name_English/Appartenance politique_Anglais,Political Affiliation Name_French/Appartenance politique_Français,Incumbent Indicator/Indicateur_Candidat sortant,Elected Candidate Indicator/Indicateur du candidat élu,Candidate Poll Votes Count/Votes du candidat pour le bureau
62001,"Nunavut","Nunavut"," 1","Grise Fiord",N,N,"",0,85,"Angnakak","","Pat","Liberal","Libéral",N,N,8
62001,"Nunavut","Nunavut"," 1","Grise Fiord",N,N,"",0,85,"Idlout","","Lori","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,Y,28
62001,"Nunavut","Nunavut"," 1","Grise Fiord",N,N,"",0,85,"Mackenzie","","Laura","Conservative","Conservateur",N,N,4
62001,"Nunavut","Nunavut"," 2","Resolute",N,N,"",1,122,"Angnakak","","Pat","Liberal","Libéral",N,N,15
62001,"Nunavut","Nunavut"," 2","Resolute",N,N,"",1,122,"Idlout","","Lori","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,Y,23
62001,"Nunavut","Nunavut"," 2","Resolute",N,N,"",1,122,"Mackenzie","","Laura","Conservative","Conservateur",N,N,7
62001,"Nunavut","Nunavut"," 3A","Pond Inlet",N,N,"",3,431,"Angnakak","","Pat","Liberal","Libéral",N,N,35
62001,"Nunavut","Nunavut"," 3A","Pond Inlet",N,N,"",3,431,"Idlout","","Lori","NDP-New Democratic Party","NPD-Nouveau Parti démocratique",N,Y,80
62001,"Nunavut","Nunavut"," 3A","Pond Inlet",N,N,"",3,431,"Mackenzie","","Laura","Conservative","Conservateur",N,N,9
62001,"Nunavut","Nunavut"," 3B","Pond Inlet",N,N,"",2,460,"Angnakak","","Pat","Liberal","Libéral",N,N,41
